t,x,y,heading,turret_yaw,pitch,target_x,target_y,target_z
6.0000,5.0000,-8.0000,3.1416,2.0337,0.2328,0.0000,0.0000,1.8300
6.0200,5.0000,-8.0600,3.1416,2.0309,0.2329,0.0000,0.0000,1.8300
6.0400,5.0000,-8.1200,3.1416,2.0282,0.2330,0.0000,0.0000,1.8300
6.0600,5.0000,-8.1800,3.1416,2.0255,0.2331,0.0000,0.0000,1.8300
6.0800,5.0000,-8.2400,3.1416,2.0228,0.2332,0.0000,0.0000,1.8300
6.1000,5.0000,-8.3000,3.1416,2.0202,0.2334,0.0000,0.0000,1.8300
6.1200,5.0000,-8.3600,3.1416,2.0176,0.2335,0.0000,0.0000,1.8300
6.1400,5.0000,-8.4200,3.1416,2.0150,0.2336,0.0000,0.0000,1.8300
6.1600,5.0000,-8.4800,3.1416,2.0124,0.2338,0.0000,0.0000,1.8300
6.1800,5.0000,-8.5400,3.1416,2.0099,0.2340,0.0000,0.0000,1.8300
6.2000,5.0000,-8.6000,3.1416,2.0074,0.2342,0.0000,0.0000,1.8300
6.2200,5.0000,-8.6600,3.1416,2.0049,0.2343,0.0000,0.0000,1.8300
6.2400,5.0000,-8.7200,3.1416,2.0025,0.2345,0.0000,0.0000,1.8300
6.2600,5.0000,-8.7800,3.1416,2.0001,0.2348,0.0000,0.0000,1.8300
6.2800,5.0000,-8.8400,3.1416,1.9977,0.2350,0.0000,0.0000,1.8300
6.3000,5.0000,-8.9000,3.1416,1.9953,0.2352,0.0000,0.0000,1.8300
6.3200,5.0000,-8.9600,3.1416,1.9929,0.2354,0.0000,0.0000,1.8300
6.3400,5.0000,-9.0200,3.1416,1.9906,0.2356,0.0000,0.0000,1.8300
6.3600,5.0000,-9.0800,3.1416,1.9883,0.2359,0.0000,0.0000,1.8300
6.3800,5.0000,-9.1400,3.1416,1.9860,0.2362,0.0000,0.0000,1.8300
6.4000,5.0000,-9.2000,3.1416,1.9838,0.2364,0.0000,0.0000,1.8300
6.4200,5.0000,-9.2600,3.1416,1.9816,0.2367,0.0000,0.0000,1.8300
6.4400,5.0000,-9.3200,3.1416,1.9794,0.2370,0.0000,0.0000,1.8300
6.4600,5.0000,-9.3800,3.1416,1.9772,0.2372,0.0000,0.0000,1.8300
6.4800,5.0000,-9.4400,3.1416,1.9750,0.2375,0.0000,0.0000,1.8300
6.5000,5.0000,-9.5000,3.1416,1.9729,0.2378,0.0000,0.0000,1.8300
6.5200,5.0000,-9.5600,3.1416,1.9707,0.2381,0.0000,0.0000,1.8300
6.5400,5.0000,-9.6200,3.1416,1.9686,0.2384,0.0000,0.0000,1.8300
6.5600,5.0000,-9.6800,3.1416,1.9666,0.2388,0.0000,0.0000,1.8300
6.5800,5.0000,-9.7400,3.1416,1.9645,0.2391,0.0000,0.0000,1.8300
6.6000,5.0000,-9.8000,3.1416,1.9625,0.2395,0.0000,0.0000,1.8300
6.6200,5.0000,-9.8600,3.1416,1.9605,0.2398,0.0000,0.0000,1.8300
6.6400,5.0000,-9.9200,3.1416,1.9585,0.2402,0.0000,0.0000,1.8300
6.6600,5.0000,-9.9800,3.1416,1.9565,0.2405,0.0000,0.0000,1.8300
6.6800,5.0000,-10.0400,3.1416,1.9545,0.2409,0.0000,0.0000,1.8300
6.7000,5.0000,-10.1000,3.1416,1.9526,0.2412,0.0000,0.0000,1.8300
6.7200,5.0000,-10.1600,3.1416,1.9506,0.2416,0.0000,0.0000,1.8300
6.7400,5.0000,-10.2200,3.1416,1.9487,0.2420,0.0000,0.0000,1.8300
6.7600,5.0000,-10.2800,3.1416,1.9469,0.2424,0.0000,0.0000,1.8300
6.7800,5.0000,-10.3400,3.1416,1.9450,0.2428,0.0000,0.0000,1.8300
6.8000,5.0000,-10.4000,3.1416,1.9431,0.2432,0.0000,0.0000,1.8300
6.8200,5.0000,-10.4600,3.1416,1.9413,0.2436,0.0000,0.0000,1.8300
6.8400,5.0000,-10.5200,3.1416,1.9395,0.2441,0.0000,0.0000,1.8300
6.8600,5.0000,-10.5800,3.1416,1.9377,0.2445,0.0000,0.0000,1.8300
6.8800,5.0000,-10.6400,3.1416,1.9359,0.2449,0.0000,0.0000,1.8300
6.9000,5.0000,-10.7000,3.1416,1.9341,0.2454,0.0000,0.0000,1.8300
6.9200,5.0000,-10.7600,3.1416,1.9324,0.2458,0.0000,0.0000,1.8300
6.9400,5.0000,-10.8200,3.1416,1.9307,0.2463,0.0000,0.0000,1.8300
6.9600,5.0000,-10.8800,3.1416,1.9289,0.2468,0.0000,0.0000,1.8300
6.9800,5.0000,-10.9400,3.1416,1.9272,0.2472,0.0000,0.0000,1.8300
7.0000,5.0000,-11.0000,3.1416,1.9255,0.2477,0.0000,0.0000,1.8300
7.0200,5.0000,-11.0600,3.1416,1.9239,0.2482,0.0000,0.0000,1.8300
7.0400,5.0000,-11.1200,3.1416,1.9222,0.2487,0.0000,0.0000,1.8300
7.0600,5.0000,-11.1800,3.1416,1.9206,0.2492,0.0000,0.0000,1.8300
7.0800,5.0000,-11.2400,3.1416,1.9189,0.2497,0.0000,0.0000,1.8300
7.1000,5.0000,-11.3000,3.1416,1.9173,0.2502,0.0000,0.0000,1.8300
7.1200,5.0000,-11.3600,3.1416,1.9157,0.2507,0.0000,0.0000,1.8300
7.1400,5.0000,-11.4200,3.1416,1.9141,0.2512,0.0000,0.0000,1.8300
7.1600,5.0000,-11.4800,3.1416,1.9126,0.2518,0.0000,0.0000,1.8300
7.1800,5.0000,-11.5400,3.1416,1.9110,0.2523,0.0000,0.0000,1.8300
7.2000,5.0000,-11.6000,3.1416,1.9095,0.2529,0.0000,0.0000,1.8300
7.2200,5.0000,-11.6600,3.1416,1.9079,0.2534,0.0000,0.0000,1.8300
7.2400,5.0000,-11.7200,3.1416,1.9064,0.2540,0.0000,0.0000,1.8300
7.2600,5.0000,-11.7800,3.1416,1.9049,0.2545,0.0000,0.0000,1.8300
7.2800,5.0000,-11.8400,3.1416,1.9034,0.2551,0.0000,0.0000,1.8300
7.3000,5.0000,-11.9000,3.1416,1.9019,0.2557,0.0000,0.0000,1.8300
7.3200,5.0000,-11.9600,3.1416,1.9005,0.2563,0.0000,0.0000,1.8300
7.3400,5.0000,-12.0200,3.1416,1.8990,0.2569,0.0000,0.0000,1.8300
7.3600,5.0000,-12.0800,3.1416,1.8976,0.2575,0.0000,0.0000,1.8300
7.3800,5.0000,-12.1400,3.1416,1.8961,0.2581,0.0000,0.0000,1.8300
7.4000,5.0000,-12.2000,3.1416,1.8947,0.2587,0.0000,0.0000,1.8300
7.4200,5.0000,-12.2600,3.1416,1.8933,0.2593,0.0000,0.0000,1.8300
7.4400,5.0000,-12.3200,3.1416,1.8919,0.2599,0.0000,0.0000,1.8300
7.4600,5.0000,-12.3800,3.1416,1.8905,0.2605,0.0000,0.0000,1.8300
7.4800,5.0000,-12.4400,3.1416,1.8892,0.2612,0.0000,0.0000,1.8300
7.5000,5.0000,-12.5000,3.1416,1.8878,0.2618,0.0000,0.0000,1.8300
7.5200,5.0000,-12.5600,3.1416,1.8864,0.2624,0.0000,0.0000,1.8300
7.5400,5.0000,-12.6200,3.1416,1.8851,0.2631,0.0000,0.0000,1.8300
7.5600,5.0000,-12.6800,3.1416,1.8838,0.2638,0.0000,0.0000,1.8300
7.5800,5.0000,-12.7400,3.1416,1.8825,0.2644,0.0000,0.0000,1.8300
7.6000,5.0000,-12.8000,3.1416,1.8811,0.2651,0.0000,0.0000,1.8300
7.6200,5.0000,-12.8600,3.1416,1.8799,0.2658,0.0000,0.0000,1.8300
7.6400,5.0000,-12.9200,3.1416,1.8786,0.2664,0.0000,0.0000,1.8300
7.6600,5.0000,-12.9800,3.1416,1.8773,0.2671,0.0000,0.0000,1.8300
7.6800,5.0000,-13.0400,3.1416,1.8760,0.2678,0.0000,0.0000,1.8300
7.7000,5.0000,-13.1000,3.1416,1.8748,0.2686,0.0000,0.0000,1.8300
7.7200,5.0000,-13.1600,3.1416,1.8735,0.2693,0.0000,0.0000,1.8300
7.7400,5.0000,-13.2200,3.1416,1.8723,0.2700,0.0000,0.0000,1.8300
7.7600,5.0000,-13.2800,3.1416,1.8711,0.2707,0.0000,0.0000,1.8300
7.7800,5.0000,-13.3400,3.1416,1.8698,0.2714,0.0000,0.0000,1.8300
7.8000,5.0000,-13.4000,3.1416,1.8686,0.2722,0.0000,0.0000,1.8300
7.8200,5.0000,-13.4600,3.1416,1.8674,0.2729,0.0000,0.0000,1.8300
7.8400,5.0000,-13.5200,3.1416,1.8662,0.2736,0.0000,0.0000,1.8300
7.8600,5.0000,-13.5800,3.1416,1.8651,0.2744,0.0000,0.0000,1.8300
7.8800,5.0000,-13.6400,3.1416,1.8639,0.2751,0.0000,0.0000,1.8300
7.9000,5.0000,-13.7000,3.1416,1.8627,0.2759,0.0000,0.0000,1.8300
7.9200,5.0000,-13.7600,3.1416,1.8616,0.2767,0.0000,0.0000,1.8300
7.9400,5.0000,-13.8200,3.1416,1.8604,0.2775,0.0000,0.0000,1.8300
7.9600,5.0000,-13.8800,3.1416,1.8593,0.2782,0.0000,0.0000,1.8300
7.9800,5.0000,-13.9400,3.1416,1.8582,0.2790,0.0000,0.0000,1.8300
8.0000,5.0000,-14.0000,3.1416,1.8570,0.2798,0.0000,0.0000,1.8300
