pitch_offset_deg,velocity_offset_pct,pitch_deg,velocity_mps,impact_x_m,impact_y_m,impact_z_m,horiz_miss_m,vert_miss_m,opt_pitch_deg,opt_velocity_mps,distance_m
-1.5,-4,24.64627013528363,11.418019189555894,6.938893903907228e-18,-6.12323399573677e-16,1.5510660316022873,6.123627143401814e-16,-0.2777339683977127,26.14627013528363,11.893769989120724,5.0
-1.5,-2,24.64627013528363,11.65589458933831,3.469446951953614e-17,-6.123233995736761e-16,1.601150499948538,6.133055126775772e-16,-0.227649500051462,26.14627013528363,11.893769989120724,5.0
-1.5,0,24.64627013528363,11.893769989120724,2.0122792321330962e-16,-6.123233995736765e-16,1.6482713968054097,6.445406292439648e-16,-0.1805286031945903,26.14627013528363,11.893769989120724,5.0
-1.5,2,24.64627013528363,12.131645388903138,-1.8735013540549517e-16,-6.123233995736764e-16,1.6926583443248828,6.403436724930774e-16,-0.13614165567511716,26.14627013528363,11.893769989120724,5.0
-1.5,4,24.64627013528363,12.369520788685554,-2.636779683484747e-16,-6.12323399573677e-16,1.7345234262449545,6.666828456303973e-16,-0.0942765737550455,26.14627013528363,11.893769989120724,5.0
-1.5,6,24.64627013528363,12.607396188467968,1.0408340855860843e-17,-6.123233995736763e-16,1.774028318044067,6.124118542491122e-16,-0.05477168195593296,26.14627013528363,11.893769989120724,5.0
-1.5,8,24.64627013528363,12.845271588250382,-3.885780586188048e-16,-6.123233995736767e-16,1.8113546862018621,7.252122815461855e-16,-0.01744531379813785,26.14627013528363,11.893769989120724,5.0
-1.5,10,24.64627013528363,13.083146988032798,-9.020562075079397e-17,-6.123233995736764e-16,1.8466905465356322,6.189321446495571e-16,0.017890546535632268,26.14627013528363,11.893769989120724,5.0
-1.0,-10,25.14627013528363,10.704392990208651,-2.684484579074109e-16,-6.123233995736762e-16,1.421472327936792,6.685839664681849e-16,-0.40732767206320797,26.14627013528363,11.893769989120724,5.0
-1.0,-8,25.14627013528363,10.942268389991066,1.5959455978986625e-16,-6.123233995736772e-16,1.4826022697948282,6.327798741900586e-16,-0.34619773020517175,26.14627013528363,11.893769989120724,5.0
-1.0,-6,25.14627013528363,11.18014378977348,-1.3877787807814457e-17,-6.123233995736767e-16,1.5398898169764486,6.124806434981462e-16,-0.2889101830235514,26.14627013528363,11.893769989120724,5.0
-1.0,-4,25.14627013528363,11.418019189555894,2.237793284010081e-16,-6.123233995736761e-16,1.5936537492093636,6.519333811710136e-16,-0.23514625079063634,26.14627013528363,11.893769989120724,5.0
-1.0,-2,25.14627013528363,11.65589458933831,-1.7520707107365752e-16,-6.123233995736767e-16,1.6441670166869722,6.368967447080211e-16,-0.1846329833130278,26.14627013528363,11.893769989120724,5.0
-1.0,0,25.14627013528363,11.893769989120724,3.1051550219984847e-16,-6.123233995736762e-16,1.691680878454335,6.865564964166373e-16,-0.13711912154566508,26.14627013528363,11.893769989120724,5.0
-1.0,2,25.14627013528363,12.131645388903138,2.96637714392034e-16,-6.123233995736764e-16,1.736427024727651,6.803924450382986e-16,-0.092372975272349,26.14627013528363,11.893769989120724,5.0
-1.0,4,25.14627013528363,12.369520788685554,-1.3877787807814457e-17,-6.123233995736767e-16,1.778619452343309,6.124806434981462e-16,-0.050180547656691,26.14627013528363,11.893769989120724,5.0
-1.0,6,25.14627013528363,12.607396188467968,2.983724378680108e-16,-6.123233995736764e-16,1.8184561261837884,6.811505394145733e-16,-0.010343873816211602,26.14627013528363,11.893769989120724,5.0
-1.0,8,25.14627013528363,12.845271588250382,2.42861286636753e-16,-6.123233995736767e-16,1.856120454529846,6.587272198811309e-16,0.027320454529845994,26.14627013528363,11.893769989120724,5.0
-1.0,10,25.14627013528363,13.083146988032798,6.505213034913027e-17,-6.123233995736766e-16,1.8917460932992787,6.157692143396134e-16,0.0629460932992787,26.14627013528363,11.893769989120724,5.0
-0.5,-10,25.64627013528363,10.704392990208651,0.0,-6.123233995736771e-16,1.4626861975491043,6.123233995736771e-16,-0.36611380245089564,26.14627013528363,11.893769989120724,5.0
-0.5,-8,25.64627013528363,10.942268389991066,-3.2959746043559335e-17,-6.123233995736765e-16,1.5243622674417168,6.132098258546746e-16,-0.3044377325582832,26.14627013528363,11.893769989120724,5.0
-0.5,-6,25.64627013528363,11.18014378977348,3.608224830031759e-16,-6.123233995736767e-16,1.5821441100551592,7.107269587584544e-16,-0.24665588994484078,26.14627013528363,11.893769989120724,5.0
-0.5,-4,25.64627013528363,11.418019189555894,-3.191891195797325e-16,-6.123233995736766e-16,1.6363427954330463,6.905227293315907e-16,-0.1924572045669537,26.14627013528363,11.893769989120724,5.0
-0.5,-2,25.64627013528363,11.65589458933831,9.020562075079397e-17,-6.123233995736771e-16,1.687274060616803,6.189321446495578e-16,-0.1415259393831969,26.14627013528363,11.893769989120724,5.0
-0.5,0,25.64627013528363,11.893769989120724,2.2898349882893854e-16,-6.123233995736765e-16,1.7351901230157794,6.537380120517752e-16,-0.09360987698422063,26.14627013528363,11.893769989120724,5.0
-0.5,2,25.64627013528363,12.131645388903138,2.6020852139652106e-16,-6.123233995736765e-16,1.7803235563190971,6.653182849379898e-16,-0.04847644368090287,26.14627013528363,11.893769989120724,5.0
-0.5,4,25.64627013528363,12.369520788685554,-2.7755575615628914e-16,-6.123233995736766e-16,1.8228891732274086,6.722924538033682e-16,-0.00591082677259136,26.14627013528363,11.893769989120724,5.0
-0.5,6,25.64627013528363,12.607396188467968,-1.942890293094024e-16,-6.123233995736761e-16,1.863085693317641,6.424081043818281e-16,0.034285693317640975,26.14627013528363,11.893769989120724,5.0
-0.5,8,25.64627013528363,12.845271588250382,5.204170427930421e-18,-6.123233995736766e-16,1.9010455970766764,6.123455144404239e-16,0.07224559707667644,26.14627013528363,11.893769989120724,5.0
-0.5,10,25.64627013528363,13.083146988032798,-1.491862189340054e-16,-6.123233995736765e-16,1.936961934147093,6.302352525726321e-16,0.10816193414709296,26.14627013528363,11.893769989120724,5.0
0.0,-10,26.14627013528363,10.704392990208651,1.3617579286417936e-16,-6.123233995736774e-16,1.5040058515028594,6.272828646054771e-16,-0.3247941484971406,26.14627013528363,11.893769989120724,5.0
0.0,-8,26.14627013528363,10.942268389991066,9.367506770274758e-17,-6.123233995736763e-16,1.566181269018433,6.194473052444238e-16,-0.2626187309815671,26.14627013528363,11.893769989120724,5.0
0.0,-6,26.14627013528363,11.18014378977348,2.3592239273284576e-16,-6.123233995736765e-16,1.6244600029048295,6.562006713332862e-16,-0.20433999709517048,26.14627013528363,11.893769989120724,5.0
0.0,-4,26.14627013528363,11.418019189555894,-6.505213034913027e-17,-6.123233995736769e-16,1.679155589069417,6.157692143396137e-16,-0.149644410930583,26.14627013528363,11.893769989120724,5.0
0.0,-2,26.14627013528363,11.65589458933831,-3.207070026212122e-16,-6.123233995736764e-16,1.7305445221510158,6.912256702378366e-16,-0.09825547784898414,26.14627013528363,11.893769989120724,5.0
0.0,2,26.14627013528363,12.131645388903138,-1.734723475976807e-17,-6.123233995736763e-16,1.8244007016655266,6.125690754676362e-16,-0.004399298334473389,26.14627013528363,11.893769989120724,5.0
0.0,4,26.14627013528363,12.369520788685554,1.9081958235744878e-17,-6.123233995736765e-16,1.8673194323497575,6.126206548881413e-16,0.03851943234975752,26.14627013528363,11.893769989120724,5.0
0.0,6,26.14627013528363,12.607396188467968,2.185751579730777e-16,-6.123233995736772e-16,1.907838061922063,6.501653984552093e-16,0.07903806192206297,26.14627013528363,11.893769989120724,5.0
0.0,8,26.14627013528363,12.845271588250382,2.7755575615628914e-17,-6.123233995736768e-16,1.9461423920301713,6.129521332397984e-16,0.11734239203017127,26.14627013528363,11.893769989120724,5.0
0.0,10,26.14627013528363,13.083146988032798,-3.95516952522712e-16,-6.123233995736765e-16,1.9824048119675566,7.289537745277937e-16,0.1536048119675566,26.14627013528363,11.893769989120724,5.0
0.5,-10,26.64627013528363,10.704392990208651,-8.326672684688674e-17,-6.123233995736768e-16,1.545341575269213,6.179589739337546e-16,-0.283458424730787,26.14627013528363,11.893769989120724,5.0
0.5,-8,26.64627013528363,10.942268389991066,1.4311468676808659e-16,-6.123233995736762e-16,1.608105576437141,6.288256986114606e-16,-0.22069442356285895,26.14627013528363,11.893769989120724,5.0
0.5,-6,26.64627013528363,11.18014378977348,6.938893903907228e-18,-6.123233995736763e-16,1.6668981921719448,6.123627143401807e-16,-0.1619018078280552,26.14627013528363,11.893769989120724,5.0
0.5,-4,26.64627013528363,11.418019189555894,3.191891195797325e-16,-6.123233995736765e-16,1.7220546777290127,6.905227293315906e-16,-0.10674532227098732,26.14627013528363,11.893769989120724,5.0
0.5,-2,26.64627013528363,11.65589458933831,-1.0408340855860843e-17,-6.123233995736764e-16,1.7738867467955863,6.124118542491123e-16,-0.05491325320441365,26.14627013528363,11.893769989120724,5.0
0.5,0,26.64627013528363,11.893769989120724,1.6306400674181987e-16,-6.123233995736766e-16,1.8226499396437716,6.336638035742303e-16,-0.006150060356228337,26.14627013528363,11.893769989120724,5.0
0.5,2,26.64627013528363,12.131645388903138,1.5265566588595902e-16,-6.123233995736765e-16,1.8685798961410085,6.310655259103843e-16,0.03977989614100852,26.14627013528363,11.893769989120724,5.0
0.5,4,26.64627013528363,12.369520788685554,1.491862189340054e-16,-6.123233995736764e-16,1.911894263664514,6.302352525726319e-16,0.083094263664514,26.14627013528363,11.893769989120724,5.0
0.5,6,26.64627013528363,12.607396188467968,2.0816681711721685e-17,-6.123233995736775e-16,1.9527943872255658,6.126771416520716e-16,0.12399438722556577,26.14627013528363,11.893769989120724,5.0
0.5,8,26.64627013528363,12.845271588250382,-3.668940151690947e-16,-6.123233995736766e-16,1.9914564513572133,7.138285256504985e-16,0.1626564513572133,26.14627013528363,11.893769989120724,5.0
0.5,10,26.64627013528363,13.083146988032798,-4.198030811863873e-16,-6.123233995736768e-16,2.027996767225108,7.424113230811133e-16,0.19919676722510782,26.14627013528363,11.893769989120724,5.0
1.0,-10,27.14627013528363,10.704392990208651,-2.498001805406602e-16,-6.123233995736767e-16,1.586791794515427,6.613169254325879e-16,-0.2420082054845729,26.14627013528363,11.893769989120724,5.0
1.0,-8,27.14627013528363,10.942268389991066,-2.42861286636753e-16,-6.123233995736767e-16,1.6500881316133529,6.587272198811309e-16,-0.1787118683866471,26.14627013528363,11.893769989120724,5.0
1.0,-6,27.14627013528363,11.18014378977348,-2.8796409701215e-16,-6.123233995736763e-16,1.709417937064727,6.76655944209084e-16,-0.11938206293527287,26.14627013528363,11.893769989120724,5.0
1.0,-4,27.14627013528363,11.418019189555894,-2.1423834928313568e-16,-6.12323399573677e-16,1.7651027062465308,6.487202910107158e-16,-0.06369729375346922,26.14627013528363,11.893769989120724,5.0
1.0,-2,27.14627013528363,11.65589458933831,-2.5673907444456745e-16,-6.12323399573677e-16,1.8174136521812174,6.639690489865608e-16,-0.01138634781878256,26.14627013528363,11.893769989120724,5.0
1.0,0,27.14627013528363,11.893769989120724,3.7470027081099033e-16,-6.123233995736766e-16,1.8666146179199357,7.178720210534006e-16,0.03781461791993568,26.14627013528363,11.893769989120724,5.0
1.0,2,27.14627013528363,12.131645388903138,-1.734723475976807e-16,-6.123233995736767e-16,1.9129661119603665,6.364217163536416e-16,0.0841661119603665,26.14627013528363,11.893769989120724,5.0
1.0,4,27.14627013528363,12.369520788685554,-3.2526065174565133e-16,-6.123233995736769e-16,1.956673861798121,6.933501548564554e-16,0.127873861798121,26.14627013528363,11.893769989120724,5.0
1.0,6,27.14627013528363,12.607396188467968,-2.1684043449710089e-16,-6.123233995736769e-16,1.997922070010453,6.495842668186755e-16,0.16912207001045299,26.14627013528363,11.893769989120724,5.0
1.0,8,27.14627013528363,12.845271588250382,2.3245294578089215e-16,-6.123233995736769e-16,2.036912353431494,6.549613100540209e-16,0.20811235343149392,26.14627013528363,11.893769989120724,5.0
1.0,10,27.14627013528363,13.083146988032798,-1.3877787807814457e-17,-6.123233995736768e-16,2.073819411542114,6.124806434981463e-16,0.24501941154211404,26.14627013528363,11.893769989120724,5.0
1.5,-10,27.64627013528363,10.704392990208651,1.214306433183765e-16,-6.123233995736763e-16,1.6282682458195945,6.242478248277513e-16,-0.20053175418040547,26.14627013528363,11.893769989120724,5.0
1.5,-8,27.64627013528363,10.942268389991066,3.7470027081099033e-16,-6.123233995736765e-16,1.6921840848181513,7.178720210534005e-16,-0.13661591518184868,26.14627013528363,11.893769989120724,5.0
1.5,-6,27.64627013528363,11.18014378977348,-5.551115123125783e-17,-6.123233995736761e-16,1.7520615858628048,6.148344765678673e-16,-0.07673841413719518,26.14627013528363,11.893769989120724,5.0
1.5,-4,27.64627013528363,11.418019189555894,-2.0469737016526324e-16,-6.123233995736766e-16,1.8082345508453208,6.456322165273658e-16,-0.020565449154679172,26.14627013528363,11.893769989120724,5.0
1.5,-2,27.64627013528363,11.65589458933831,-1.249000902703301e-16,-6.123233995736766e-16,1.8610238424831682,6.249319788705016e-16,0.03222384248316823,26.14627013528363,11.893769989120724,5.0
1.5,0,27.64627013528363,11.893769989120724,1.1449174941446927e-16,-6.123233995736768e-16,1.910688453990818,6.229352344742191e-16,0.08188845399081801,26.14627013528363,11.893769989120724,5.0
1.5,2,27.64627013528363,12.131645388903138,1.9081958235744878e-16,-6.123233995736763e-16,1.9574672111480684,6.413673352116829e-16,0.12866721114806845,26.14627013528363,11.893769989120724,5.0
1.5,4,27.64627013528363,12.369520788685554,-9.367506770274758e-17,-6.123233995736767e-16,2.0015807064158624,6.194473052444242e-16,0.1727807064158624,26.14627013528363,11.893769989120724,5.0
1.5,6,27.64627013528363,12.607396188467968,-2.0816681711721685e-17,-6.123233995736762e-16,2.0432330122196194,6.126771416520704e-16,0.2144330122196194,26.14627013528363,11.893769989120724,5.0
1.5,8,27.64627013528363,12.845271588250382,-4.0245584642661925e-16,-6.123233995736771e-16,2.082613202256976,7.327418740514504e-16,0.2538132022569759,26.14627013528363,11.893769989120724,5.0
1.5,10,27.64627013528363,13.083146988032798,-1.7520707107365752e-16,-6.123233995736769e-16,2.1198426840525224,6.368967447080213e-16,0.2910426840525224,26.14627013528363,11.893769989120724,5.0
2.0,-10,28.14627013528363,10.704392990208651,-3.408731630294426e-16,-6.123233995736764e-16,1.6698547420147227,7.008098593335863e-16,-0.15894525798527726,26.14627013528363,11.893769989120724,5.0
2.0,-8,28.14627013528363,10.942268389991066,-6.245004513516506e-17,-6.123233995736763e-16,1.734350766800472,6.154997593848824e-16,-0.09444923319952792,26.14627013528363,11.893769989120724,5.0
2.0,-6,28.14627013528363,11.18014378977348,-1.0408340855860843e-17,-6.123233995736764e-16,1.79479422490906,6.124118542491123e-16,-0.03400577509093994,26.14627013528363,11.893769989120724,5.0
2.0,-4,28.14627013528363,11.418019189555894,-2.5413698923060224e-16,-6.123233995736763e-16,1.8515282989978714,6.629672352089953e-16,0.022728298997871432,26.14627013528363,11.893769989120724,5.0
2.0,-2,28.14627013528363,11.65589458933831,2.983724378680108e-16,-6.123233995736762e-16,1.9048251641034915,6.811505394145731e-16,0.07602516410349147,26.14627013528363,11.893769989120724,5.0
2.0,0,28.14627013528363,11.893769989120724,2.8449465006019636e-16,-6.123233995736768e-16,1.954953305185982,6.751867531123062e-16,0.126153305185982,26.14627013528363,11.893769989120724,5.0
2.0,2,28.14627013528363,12.131645388903138,2.0816681711721685e-16,-6.12323399573677e-16,2.002178403964852,6.467405735023725e-16,0.17337840396485205,26.14627013528363,11.893769989120724,5.0
2.0,4,28.14627013528363,12.369520788685554,2.636779683484747e-16,-6.123233995736772e-16,2.046721995138419,6.666828456303975e-16,0.21792199513841903,26.14627013528363,11.893769989120724,5.0
2.0,6,28.14627013528363,12.607396188467968,1.3964523981613297e-16,-6.123233995736767e-16,2.0887529630173014,6.280451724746953e-16,0.2599529630173014,26.14627013528363,11.893769989120724,5.0
2.0,8,28.14627013528363,12.845271588250382,-2.42861286636753e-17,-6.123233995736765e-16,2.1284772384656003,6.128048316641547e-16,0.29967723846560035,26.14627013528363,11.893769989120724,5.0
2.0,10,28.14627013528363,13.083146988032798,1.457167719820518e-16,-6.123233995736772e-16,2.166075318972873,6.294230082403522e-16,0.3372753189728732,26.14627013528363,11.893769989120724,5.0
2.5,-10,28.64627013528363,10.704392990208651,-3.157196726277789e-16,-6.123233995736769e-16,1.71149136899968,6.88925872173238e-16,-0.11730863100031996,26.14627013528363,11.893769989120724,5.0
2.5,-8,28.64627013528363,10.942268389991066,-3.5214886562329184e-16,-6.123233995736766e-16,1.7766258572964462,7.063630576589037e-16,-0.052174142703553805,26.14627013528363,11.893769989120724,5.0
2.5,-6,28.64627013528363,11.18014378977348,-9.71445146547012e-17,-6.12323399573676e-16,1.83766566426331,6.199814532653063e-16,0.008865664263310036,26.14627013528363,11.893769989120724,5.0
2.5,-4,28.64627013528363,11.418019189555894,-2.393918396847994e-16,-6.123233995736766e-16,1.8949164629208402,6.574560050475904e-16,0.06611646292084017,26.14627013528363,11.893769989120724,5.0
2.5,-2,28.64627013528363,11.65589458933831,-1.5612511283791264e-16,-6.123233995736763e-16,1.9487219705065273,6.319137571885225e-16,0.11992197050652731,26.14627013528363,11.893769989120724,5.0
2.5,0,28.64627013528363,11.893769989120724,-1.734723475976807e-16,-6.123233995736767e-16,1.9993447691734814,6.364217163536416e-16,0.17054476917348138,26.14627013528363,11.893769989120724,5.0
2.5,2,28.64627013528363,12.131645388903138,-1.734723475976807e-17,-6.123233995736763e-16,2.047026995790406,6.125690754676362e-16,0.21822699579040594,26.14627013528363,11.893769989120724,5.0
2.5,4,28.64627013528363,12.369520788685554,2.42861286636753e-17,-6.123233995736765e-16,2.0919923033244787,6.128048316641547e-16,0.26319230332447874,26.14627013528363,11.893769989120724,5.0
2.5,6,28.64627013528363,12.607396188467968,2.7755575615628914e-17,-6.123233995736764e-16,2.134447598224862,6.12952133239798e-16,0.30564759822486187,26.14627013528363,11.893769989120724,5.0
2.5,8,28.64627013528363,12.845271588250382,-1.6653345369377348e-16,-6.123233995736766e-16,2.174584583085739,6.34565470904808e-16,0.3457845830857391,26.14627013528363,11.893769989120724,5.0
2.5,10,28.64627013528363,13.083146988032798,-1.942890293094024e-16,-6.123233995736766e-16,2.2125494936339156,6.424081043818285e-16,0.38374949363391564,26.14627013528363,11.893769989120724,5.0
3.0,-10,29.14627013528363,10.704392990208651,3.0010716134398763e-16,-6.123233995736761e-16,1.7532199144264595,6.819122039936007e-16,-0.07558008557354046,26.14627013528363,11.893769989120724,5.0
3.0,-8,29.14627013528363,10.942268389991066,1.8735013540549517e-16,-6.123233995736765e-16,1.8189979478669334,6.403436724930775e-16,-0.009802052133066619,26.14627013528363,11.893769989120724,5.0
3.0,-6,29.14627013528363,11.18014378977348,-8.673617379884035e-17,-6.123233995736767e-16,1.880620519599411,6.184360189305981e-16,0.05182051959941103,26.14627013528363,11.893769989120724,5.0
3.0,-4,29.14627013528363,11.418019189555894,4.163336342344337e-17,-6.123233995736767e-16,1.9384667897966577,6.13737144562241e-16,0.10966678979665767,26.14627013528363,11.893769989120724,5.0
3.0,-2,29.14627013528363,11.65589458933831,1.8041124150158794e-16,-6.123233995736767e-16,1.9928230845754453,6.383479942207141e-16,0.16402308457544534,26.14627013528363,11.893769989120724,5.0
3.0,0,29.14627013528363,11.893769989120724,3.0531133177191805e-16,-6.123233995736764e-16,2.0439363493676725,6.842184994384516e-16,0.21513634936767256,26.14627013528363,11.893769989120724,5.0
3.0,2,29.14627013528363,12.131645388903138,2.0122792321330962e-16,-6.123233995736774e-16,2.0920908586943354,6.445406292439656e-16,0.26329085869433544,26.14627013528363,11.893769989120724,5.0
3.0,4,29.14627013528363,12.369520788685554,-2.220446049250313e-16,-6.123233995736762e-16,2.1375112631001385,6.513399667161361e-16,0.3087112631001385,26.14627013528363,11.893769989120724,5.0
3.0,6,29.14627013528363,12.607396188467968,7.806255641895632e-17,-6.123233995736766e-16,2.180377567165166,6.172792790788682e-16,0.35157756716516597,26.14627013528363,11.893769989120724,5.0
3.0,8,29.14627013528363,12.845271588250382,-1.97758476261356e-16,-6.123233995736766e-16,2.220886102150182,6.434658969974072e-16,0.3920861021501818,26.14627013528363,11.893769989120724,5.0
