t,robot_x,robot_y,robot_vx,robot_vy,heading_deg,distance_m,turret_yaw_deg,direct_yaw_deg,yaw_lead_deg,hood_pitch_deg,shooter_rpm,velocity_mps,tof_s,valid
3.1,5.0,2.0,0.0,0.0,279.0,5.3852,-158.1986,-158.1986,0.0,24.4402,3981.4,12.7082,0.4992,True
3.15,5.0,2.0,0.0,0.0,283.5,5.3852,-158.1986,-158.1986,0.0,24.4402,3981.4,12.7082,0.4992,True
3.2,5.0,2.0,0.0,0.0,288.0,5.3852,-158.1986,-158.1986,0.0,24.4402,3981.4,12.7082,0.4992,True
3.25,5.0,2.0,0.0,0.0,292.5,5.3852,-158.1986,-158.1986,0.0,24.4402,3981.4,12.7082,0.4992,True
3.3,5.0,2.0,0.0,0.0,297.0,5.3852,-158.1986,-158.1986,0.0,24.4402,3981.4,12.7082,0.4992,True
3.35,5.0,2.0,0.0,0.0,301.5,5.3852,-158.1986,-158.1986,0.0,24.4402,3981.4,12.7082,0.4992,True
3.4,5.0,2.0,0.0,0.0,306.0,5.3852,-158.1986,-158.1986,0.0,24.4402,3981.4,12.7082,0.4992,True
3.45,5.0,2.0,0.0,0.0,310.5,5.3852,-158.1986,-158.1986,0.0,24.4402,3981.4,12.7082,0.4992,True
3.5,5.0,2.0,0.0,0.0,315.0,5.3852,-158.1986,-158.1986,0.0,24.4402,3981.4,12.7082,0.4992,True
3.55,5.0,2.0,0.0,0.0,319.5,5.3852,-158.1986,-158.1986,0.0,24.4402,3981.4,12.7082,0.4992,True
3.6,5.0,2.0,0.0,0.0,324.0,5.3852,-158.1986,-158.1986,0.0,24.4402,3981.4,12.7082,0.4992,True
3.65,5.0,2.0,0.0,0.0,328.5,5.3852,-158.1986,-158.1986,0.0,24.4402,3981.4,12.7082,0.4992,True
3.7,5.0,2.0,0.0,0.0,333.0,5.3852,-158.1986,-158.1986,0.0,24.4402,3981.4,12.7082,0.4992,True
3.75,5.0,2.0,0.0,0.0,337.5,5.3852,-158.1986,-158.1986,0.0,24.4402,3981.4,12.7082,0.4992,True
3.8,5.0,2.0,0.0,0.0,342.0,5.3852,-158.1986,-158.1986,0.0,24.4402,3981.4,12.7082,0.4992,True
3.85,5.0,2.0,0.0,0.0,346.5,5.3852,-158.1986,-158.1986,0.0,24.4402,3981.4,12.7082,0.4992,True
3.9,5.0,2.0,0.0,0.0,351.0,5.3852,-158.1986,-158.1986,0.0,24.4402,3981.4,12.7082,0.4992,True
3.95,5.0,2.0,0.0,0.0,355.5,5.3852,-158.1986,-158.1986,0.0,24.4402,3981.4,12.7082,0.4992,True
4.0,5.0,2.0,0.0,0.0,360.0,5.3852,-158.1986,-158.1986,0.0,24.4402,3981.4,12.7082,0.4992,True
4.05,5.0,2.0,0.0,0.0,364.5,5.3852,-158.1986,-158.1986,0.0,24.4402,3981.4,12.7082,0.4992,True
4.1,5.0,2.0,0.0,0.0,369.0,5.3852,-158.1986,-158.1986,0.0,24.4402,3981.4,12.7082,0.4992,True
4.15,5.0,2.0,0.0,0.0,373.5,5.3852,-158.1986,-158.1986,0.0,24.4402,3981.4,12.7082,0.4992,True
4.2,5.0,2.0,0.0,0.0,378.0,5.3852,-158.1986,-158.1986,0.0,24.4402,3981.4,12.7082,0.4992,True
4.25,5.0,2.0,0.0,0.0,382.5,5.3852,-158.1986,-158.1986,0.0,24.4402,3981.4,12.7082,0.4992,True
4.3,5.0,2.0,0.0,0.0,387.0,5.3852,-158.1986,-158.1986,0.0,24.4402,3981.4,12.7082,0.4992,True
4.35,5.0,2.0,0.0,0.0,391.5,5.3852,-158.1986,-158.1986,0.0,24.4402,3981.4,12.7082,0.4992,True
4.4,5.0,2.0,0.0,0.0,396.0,5.3852,-158.1986,-158.1986,0.0,24.4402,3981.4,12.7082,0.4992,True
4.45,5.0,2.0,0.0,0.0,400.5,5.3852,-158.1986,-158.1986,0.0,24.4402,3981.4,12.7082,0.4992,True
4.5,5.0,2.0,0.0,0.0,405.0,5.3852,-158.1986,-158.1986,0.0,24.4402,3981.4,12.7082,0.4992,True
4.55,5.0,2.0,0.0,0.0,409.5,5.3852,-158.1986,-158.1986,0.0,24.4402,3981.4,12.7082,0.4992,True
4.6,5.0,2.0,0.0,0.0,414.0,5.3852,-158.1986,-158.1986,0.0,24.4402,3981.4,12.7082,0.4992,True
4.65,5.0,2.0,0.0,0.0,418.5,5.3852,-158.1986,-158.1986,0.0,24.4402,3981.4,12.7082,0.4992,True
4.7,5.0,2.0,0.0,0.0,423.0,5.3852,-158.1986,-158.1986,0.0,24.4402,3981.4,12.7082,0.4992,True
4.75,5.0,2.0,0.0,0.0,427.5,5.3852,-158.1986,-158.1986,0.0,24.4402,3981.4,12.7082,0.4992,True
4.8,5.0,2.0,0.0,0.0,432.0,5.3852,-158.1986,-158.1986,0.0,24.4402,3981.4,12.7082,0.4992,True
4.85,5.0,2.0,0.0,0.0,436.5,5.3852,-158.1986,-158.1986,0.0,24.4402,3981.4,12.7082,0.4992,True
4.9,5.0,2.0,0.0,0.0,441.0,5.3852,-158.1986,-158.1986,0.0,24.4402,3981.4,12.7082,0.4992,True
4.95,5.0,2.0,0.0,0.0,445.5,5.3852,-158.1986,-158.1986,0.0,24.4402,3981.4,12.7082,0.4992,True
5.0,5.0,2.0,0.0,0.0,450.0,5.3852,-158.1986,-158.1986,0.0,24.4402,3981.4,12.7082,0.4992,True
