t,robot_x,robot_y,robot_vx,robot_vy,heading_deg,distance_m,turret_yaw_deg,direct_yaw_deg,yaw_lead_deg,hood_pitch_deg,shooter_rpm,velocity_mps,tof_s,valid
0.62,6.76,0.0,-2.0,0.0,180.0,6.76,-180.0,-180.0,0.0,41.175,3113.9,9.9392,0.9936,True
0.64,6.72,0.0,-2.0,0.0,180.0,6.72,-180.0,-180.0,0.0,40.6375,3113.9,9.9392,0.9788,True
0.66,6.68,0.0,-2.0,0.0,180.0,6.68,-180.0,-180.0,0.0,40.1,3113.9,9.9392,0.9644,True
0.68,6.64,0.0,-2.0,0.0,180.0,6.64,-180.0,-180.0,0.0,40.1,3113.9,9.9392,0.9581,True
0.7,6.6,0.0,-2.0,0.0,180.0,6.6,-180.0,-180.0,0.0,57.3,3069.6,9.7978,1.3926,True
0.72,6.56,0.0,-2.0,0.0,180.0,6.56,-180.0,-180.0,0.0,41.175,3069.6,9.7978,0.9753,True
0.74,6.52,0.0,-2.0,0.0,180.0,6.52,-180.0,-180.0,0.0,41.175,3069.6,9.7978,0.9689,True
0.76,6.48,0.0,-2.0,0.0,180.0,6.48,-180.0,-180.0,0.0,40.1,3069.6,9.7978,0.9463,True
0.78,6.44,0.0,-2.0,0.0,180.0,6.44,-180.0,-180.0,0.0,57.3,3025.3,9.6564,1.3749,True
0.8,6.4,0.0,-2.0,0.0,180.0,6.4,-180.0,-180.0,0.0,42.25,3025.3,9.6564,0.9803,True
0.82,6.36,0.0,-2.0,0.0,180.0,6.36,-180.0,-180.0,0.0,41.175,3025.3,9.6564,0.9567,True
0.84,6.32,0.0,-2.0,0.0,180.0,6.32,-180.0,-180.0,0.0,41.175,3025.3,9.6564,0.9502,True
0.86,6.28,0.0,-2.0,0.0,180.0,6.28,-180.0,-180.0,0.0,41.175,3025.3,9.6564,0.9437,True
0.88,6.24,0.0,-2.0,0.0,180.0,6.24,-180.0,-180.0,0.0,57.3,2981.0,9.515,1.3475,True
0.9,6.2,0.0,-2.0,0.0,180.0,6.2,-180.0,-180.0,0.0,42.25,2981.0,9.515,0.961,True
0.92,6.16,0.0,-2.0,0.0,180.0,6.16,-180.0,-180.0,0.0,41.7125,2981.0,9.515,0.9459,True
0.94,6.12,0.0,-2.0,0.0,180.0,6.12,-180.0,-180.0,0.0,41.175,2981.0,9.515,0.9312,True
0.96,6.08,0.0,-2.0,0.0,180.0,6.08,-180.0,-180.0,0.0,41.175,2981.0,9.515,0.9246,True
0.98,6.04,0.0,-2.0,0.0,180.0,6.04,-180.0,-180.0,0.0,57.3,2936.7,9.3736,1.3195,True
1.0,6.0,0.0,-2.0,0.0,180.0,6.0,-180.0,-180.0,0.0,42.25,2936.7,9.3736,0.9414,True
1.02,5.96,0.0,-2.0,0.0,180.0,5.96,-180.0,-180.0,0.0,42.25,2936.7,9.3736,0.9346,True
1.04,5.92,0.0,-2.0,0.0,180.0,5.92,-180.0,-180.0,0.0,41.175,2936.7,9.3736,0.9118,True
1.06,5.88,0.0,-2.0,0.0,180.0,5.88,-180.0,-180.0,0.0,57.3,2892.4,9.2321,1.3006,True
1.08,5.84,0.0,-2.0,0.0,180.0,5.84,-180.0,-180.0,0.0,43.325,2892.4,9.2321,0.9451,True
1.1,5.8,0.0,-2.0,0.0,180.0,5.8,-180.0,-180.0,0.0,42.25,2892.4,9.2321,0.9213,True
1.12,5.76,0.0,-2.0,0.0,180.0,5.76,-180.0,-180.0,0.0,42.25,2892.4,9.2321,0.9145,True
1.14,5.72,0.0,-2.0,0.0,180.0,5.72,-180.0,-180.0,0.0,42.25,2892.4,9.2321,0.9076,True
1.16,5.68,0.0,-2.0,0.0,180.0,5.68,-180.0,-180.0,0.0,57.3,2848.1,9.0907,1.2717,True
1.18,5.64,0.0,-2.0,0.0,180.0,5.64,-180.0,-180.0,0.0,43.325,2848.1,9.0907,0.9243,True
1.2,5.6,0.0,-2.0,0.0,180.0,5.6,-180.0,-180.0,0.0,43.325,2848.1,9.0907,0.9173,True
1.22,5.56,0.0,-2.0,0.0,180.0,5.56,-180.0,-180.0,0.0,42.25,2848.1,9.0907,0.8939,True
1.24,5.52,0.0,-2.0,0.0,180.0,5.52,-180.0,-180.0,0.0,57.3,2803.8,8.9493,1.2519,True
1.26,5.48,0.0,-2.0,0.0,180.0,5.48,-180.0,-180.0,0.0,57.3,2803.8,8.9493,1.2421,True
1.28,5.44,0.0,-2.0,0.0,180.0,5.44,-180.0,-180.0,0.0,43.325,2803.8,8.9493,0.9031,True
1.3,5.4,0.0,-2.0,0.0,180.0,5.4,-180.0,-180.0,0.0,43.325,2803.8,8.9493,0.8959,True
1.32,5.36,0.0,-2.0,0.0,180.0,5.36,-180.0,-180.0,0.0,42.25,2803.8,8.9493,0.8729,True
1.34,5.32,0.0,-2.0,0.0,180.0,5.32,-180.0,-180.0,0.0,57.3,2759.5,8.8079,1.2219,True
1.36,5.28,0.0,-2.0,0.0,180.0,5.28,-180.0,-180.0,0.0,44.4,2759.5,8.8079,0.9053,True
1.38,5.24,0.0,-2.0,0.0,180.0,5.24,-180.0,-180.0,0.0,44.4,2759.5,8.8079,0.898,True
1.4,5.2,0.0,-2.0,0.0,180.0,5.2,-180.0,-180.0,0.0,43.325,2759.5,8.8079,0.8741,True
1.42,5.16,0.0,-2.0,0.0,180.0,5.16,-180.0,-180.0,0.0,57.3,2715.2,8.6665,1.2012,True
1.44,5.12,0.0,-2.0,0.0,180.0,5.12,-180.0,-180.0,0.0,57.3,2715.2,8.6665,1.1912,True
1.46,5.08,0.0,-2.0,0.0,180.0,5.08,-180.0,-180.0,0.0,44.4,2715.2,8.6665,0.8827,True
1.48,5.04,0.0,-2.0,0.0,180.0,5.04,-180.0,-180.0,0.0,44.4,2715.2,8.6665,0.8753,True
1.5,5.0,0.0,-2.0,0.0,180.0,5.0,-180.0,-180.0,0.0,43.325,2715.2,8.6665,0.8518,True
1.52,4.96,0.0,-2.0,0.0,180.0,4.96,-180.0,-180.0,0.0,57.3,2670.9,8.5251,1.1699,True
1.54,4.92,0.0,-2.0,0.0,180.0,4.92,-180.0,-180.0,0.0,45.475,2670.9,8.5251,0.8841,True
1.56,4.88,0.0,-2.0,0.0,180.0,4.88,-180.0,-180.0,0.0,44.4,2670.9,8.5251,0.8596,True
1.58,4.84,0.0,-2.0,0.0,180.0,4.84,-180.0,-180.0,0.0,44.4,2670.9,8.5251,0.8521,True
1.6,4.8,0.0,-2.0,0.0,180.0,4.8,-180.0,-180.0,0.0,57.3,2626.6,8.3837,1.1482,True
1.62,4.76,0.0,-2.0,0.0,180.0,4.76,-180.0,-180.0,0.0,57.3,2626.6,8.3837,1.1379,True
1.64,4.72,0.0,-2.0,0.0,180.0,4.72,-180.0,-180.0,0.0,45.475,2626.6,8.3837,0.86,True
1.66,4.68,0.0,-2.0,0.0,180.0,4.68,-180.0,-180.0,0.0,45.475,2626.6,8.3837,0.8522,True
1.68,4.64,0.0,-2.0,0.0,180.0,4.64,-180.0,-180.0,0.0,44.4,2626.6,8.3837,0.8283,True
1.7,4.6,0.0,-2.0,0.0,180.0,4.6,-180.0,-180.0,0.0,57.3,2582.3,8.2423,1.1155,True
1.72,4.56,0.0,-2.0,0.0,180.0,4.56,-180.0,-180.0,0.0,46.55,2582.3,8.2423,0.8603,True
1.74,4.52,0.0,-2.0,0.0,180.0,4.52,-180.0,-180.0,0.0,46.55,2582.3,8.2423,0.8523,True
1.76,4.48,0.0,-2.0,0.0,180.0,4.48,-180.0,-180.0,0.0,45.475,2582.3,8.2423,0.8274,True
1.78,4.44,0.0,-2.0,0.0,180.0,4.44,-180.0,-180.0,0.0,57.3,2538.0,8.1009,1.0926,True
1.8,4.4,0.0,-2.0,0.0,180.0,4.4,-180.0,-180.0,0.0,57.3,2538.0,8.1009,1.0821,True
1.82,4.36,0.0,-2.0,0.0,180.0,4.36,-180.0,-180.0,0.0,46.55,2538.0,8.1009,0.8345,True
1.84,4.32,0.0,-2.0,0.0,180.0,4.32,-180.0,-180.0,0.0,46.55,2538.0,8.1009,0.8264,True
1.86,4.28,0.0,-2.0,0.0,180.0,4.28,-180.0,-180.0,0.0,46.55,2538.0,8.1009,0.8183,True
1.88,4.24,0.0,-2.0,0.0,180.0,4.24,-180.0,-180.0,0.0,57.3,2493.7,7.9594,1.0584,True
1.9,4.2,0.0,-2.0,0.0,180.0,4.2,-180.0,-180.0,0.0,48.7,2493.7,7.9594,0.8517,True
1.92,4.16,0.0,-2.0,0.0,180.0,4.16,-180.0,-180.0,0.0,46.55,2493.7,7.9594,0.808,True
1.94,4.12,0.0,-2.0,0.0,180.0,4.12,-180.0,-180.0,0.0,46.55,2493.7,7.9594,0.7998,True
1.96,4.08,0.0,-2.0,0.0,180.0,4.08,-180.0,-180.0,0.0,57.3,2449.4,7.818,1.0342,True
1.98,4.04,0.0,-2.0,0.0,180.0,4.04,-180.0,-180.0,0.0,57.3,2449.4,7.818,1.0234,True
2.0,4.0,0.0,-2.0,0.0,180.0,4.0,-180.0,-180.0,0.0,48.7,2449.4,7.818,0.8234,True
2.02,3.96,0.0,-2.0,0.0,180.0,3.96,-180.0,-180.0,0.0,47.625,2449.4,7.818,0.7973,True
2.04,3.92,0.0,-2.0,0.0,180.0,3.92,-180.0,-180.0,0.0,46.55,2449.4,7.818,0.7725,True
2.06,3.88,0.0,-2.0,0.0,180.0,3.88,-180.0,-180.0,0.0,57.3,2405.1,7.6766,0.9983,True
2.08,3.84,0.0,-2.0,0.0,180.0,3.84,-180.0,-180.0,0.0,48.7,2405.1,7.6766,0.8031,True
2.1,3.8,0.0,-2.0,0.0,180.0,3.8,-180.0,-180.0,0.0,48.7,2405.1,7.6766,0.7943,True
2.12,3.76,0.0,-2.0,0.0,180.0,3.76,-180.0,-180.0,0.0,48.7,2405.1,7.6766,0.7855,True
2.14,3.72,0.0,-2.0,0.0,180.0,3.72,-180.0,-180.0,0.0,57.3,2360.8,7.5352,0.9726,True
2.16,3.68,0.0,-2.0,0.0,180.0,3.68,-180.0,-180.0,0.0,57.3,2360.8,7.5352,0.9616,True
2.18,3.64,0.0,-2.0,0.0,180.0,3.64,-180.0,-180.0,0.0,48.7,2360.8,7.5352,0.7733,True
2.2,3.6,0.0,-2.0,0.0,180.0,3.6,-180.0,-180.0,0.0,48.7,2360.8,7.5352,0.7644,True
2.22,3.56,0.0,-2.0,0.0,180.0,3.56,-180.0,-180.0,0.0,57.3,2316.5,7.3938,0.946,True
2.24,3.52,0.0,-2.0,0.0,180.0,3.52,-180.0,-180.0,0.0,57.3,2316.5,7.3938,0.9349,True
2.26,3.48,0.0,-2.0,0.0,180.0,3.48,-180.0,-180.0,0.0,50.85,2316.5,7.3938,0.7867,True
2.28,3.44,0.0,-2.0,0.0,180.0,3.44,-180.0,-180.0,0.0,50.85,2316.5,7.3938,0.7773,True
2.3,3.4,0.0,-2.0,0.0,180.0,3.4,-180.0,-180.0,0.0,48.7,2316.5,7.3938,0.7336,True
2.32,3.36,0.0,-2.0,0.0,180.0,3.36,-180.0,-180.0,0.0,57.3,2272.2,7.2524,0.9074,True
2.34,3.32,0.0,-2.0,0.0,180.0,3.32,-180.0,-180.0,0.0,57.3,2272.2,7.2524,0.8961,True
2.36,3.28,0.0,-2.0,0.0,180.0,3.28,-180.0,-180.0,0.0,50.85,2272.2,7.2524,0.7537,True
2.38,3.24,0.0,-2.0,0.0,180.0,3.24,-180.0,-180.0,0.0,50.85,2272.2,7.2524,0.7442,True
2.4,3.2,0.0,-2.0,0.0,180.0,3.2,-180.0,-180.0,0.0,57.3,2227.8,7.111,0.8791,True
2.42,3.16,0.0,-2.0,0.0,180.0,3.16,-180.0,-180.0,0.0,57.3,2227.8,7.111,0.8676,True
2.44,3.12,0.0,-2.0,0.0,180.0,3.12,-180.0,-180.0,0.0,53.0,2227.8,7.111,0.7663,True
2.46,3.08,0.0,-2.0,0.0,180.0,3.08,-180.0,-180.0,0.0,50.85,2227.8,7.111,0.7197,True
2.48,3.04,0.0,-2.0,0.0,180.0,3.04,-180.0,-180.0,0.0,50.85,2227.8,7.111,0.71,True
2.5,3.0,0.0,-2.0,0.0,180.0,3.0,-180.0,-180.0,0.0,57.3,2183.5,6.9696,0.8382,True
2.52,2.96,0.0,-2.0,0.0,180.0,2.96,-180.0,-180.0,0.0,57.3,2183.5,6.9696,0.8266,True
2.54,2.92,0.0,-2.0,0.0,180.0,2.92,-180.0,-180.0,0.0,53.0,2183.5,6.9696,0.7295,True
2.56,2.88,0.0,-2.0,0.0,180.0,2.88,-180.0,-180.0,0.0,53.0,2183.5,6.9696,0.7191,True
2.58,2.84,0.0,-2.0,0.0,180.0,2.84,-180.0,-180.0,0.0,57.3,2139.2,6.8282,0.8078,True
2.6,2.8,0.0,-2.0,0.0,180.0,2.8,-180.0,-180.0,0.0,57.3,2139.2,6.8282,0.796,True
2.62,2.76,0.0,-2.0,0.0,180.0,2.76,-180.0,-180.0,0.0,53.0,2139.2,6.8282,0.7021,True
2.64,2.72,0.0,-2.0,0.0,180.0,2.72,-180.0,-180.0,0.0,53.0,2139.2,6.8282,0.6915,True
2.66,2.68,0.0,-2.0,0.0,180.0,2.68,-180.0,-180.0,0.0,53.0,2139.2,6.8282,0.681,True
2.68,2.64,0.0,-2.0,0.0,180.0,2.64,-180.0,-180.0,0.0,57.3,2094.9,6.6867,0.7644,True
2.7,2.6,0.0,-2.0,0.0,180.0,2.6,-180.0,-180.0,0.0,57.3,2094.9,6.6867,0.7524,True
2.72,2.56,0.0,-2.0,0.0,180.0,2.56,-180.0,-180.0,0.0,55.15,2094.9,6.6867,0.6991,True
2.74,2.52,0.0,-2.0,0.0,180.0,2.52,-180.0,-180.0,0.0,53.0,2094.9,6.6867,0.6523,True
2.76,2.48,0.0,-2.0,0.0,180.0,2.48,-180.0,-180.0,0.0,57.3,2050.6,6.5453,0.7317,True
2.78,2.44,0.0,-2.0,0.0,180.0,2.44,-180.0,-180.0,0.0,57.3,2050.6,6.5453,0.7195,True
2.8,2.4,0.0,-2.0,0.0,180.0,2.4,-180.0,-180.0,0.0,57.3,2050.6,6.5453,0.7073,True
2.82,2.36,0.0,-2.0,0.0,180.0,2.36,-180.0,-180.0,0.0,55.15,2050.6,6.5453,0.6564,True
2.84,2.32,0.0,-2.0,0.0,180.0,2.32,-180.0,-180.0,0.0,55.15,2050.6,6.5453,0.6449,True
2.86,2.28,0.0,-2.0,0.0,180.0,2.28,-180.0,-180.0,0.0,57.3,2006.3,6.4039,0.6854,True
2.88,2.24,0.0,-2.0,0.0,180.0,2.24,-180.0,-180.0,0.0,57.3,2006.3,6.4039,0.673,True
2.9,2.2,0.0,-2.0,0.0,180.0,2.2,-180.0,-180.0,0.0,57.3,2006.3,6.4039,0.6607,True
2.92,2.16,0.0,-2.0,0.0,180.0,2.16,-180.0,-180.0,0.0,57.3,2006.3,6.4039,0.6483,True
2.94,2.12,0.0,-2.0,0.0,180.0,2.12,-180.0,-180.0,0.0,55.15,2006.3,6.4039,0.6005,True
2.96,2.08,0.0,-2.0,0.0,180.0,2.08,-180.0,-180.0,0.0,55.15,2006.3,6.4039,0.5888,True
2.98,2.04,0.0,-2.0,0.0,180.0,2.04,-180.0,-180.0,0.0,57.3,1962.0,6.2625,0.6248,True
3.0,2.0,0.0,-2.0,0.0,180.0,2.0,-180.0,-180.0,0.0,57.3,1962.0,6.2625,0.6122,True
3.02,1.96,0.0,-2.0,0.0,180.0,1.96,-180.0,-180.0,0.0,57.3,1962.0,6.2625,0.5997,True
3.04,1.92,0.0,-2.0,0.0,180.0,1.92,-180.0,-180.0,0.0,57.3,1962.0,6.2625,0.5871,True
3.06,1.88,0.0,-2.0,0.0,180.0,1.88,-180.0,-180.0,0.0,57.3,1962.0,6.2625,0.5745,True
3.08,1.84,0.0,-2.0,0.0,180.0,1.84,-180.0,-180.0,0.0,65.9,1917.7,6.1211,0.7646,True
3.1,1.8,0.0,-2.0,0.0,180.0,1.8,-180.0,-180.0,0.0,65.9,1917.7,6.1211,0.7476,True
3.12,1.76,0.0,-2.0,0.0,180.0,1.76,-180.0,-180.0,0.0,59.45,1917.7,6.1211,0.5844,True
3.14,1.72,0.0,-2.0,0.0,180.0,1.72,-180.0,-180.0,0.0,59.45,1917.7,6.1211,0.5708,True
3.16,1.68,0.0,-2.0,0.0,180.0,1.68,-180.0,-180.0,0.0,65.9,1873.4,5.9797,0.7126,True
3.18,1.64,0.0,-2.0,0.0,180.0,1.64,-180.0,-180.0,0.0,65.9,1873.4,5.9797,0.6952,True
3.2,1.6,0.0,-2.0,0.0,180.0,1.6,-180.0,-180.0,0.0,61.6,1873.4,5.9797,0.5803,True
3.22,1.56,0.0,-2.0,0.0,180.0,1.56,-180.0,-180.0,0.0,61.6,1873.4,5.9797,0.5655,True
3.24,1.52,0.0,-2.0,0.0,180.0,1.52,-180.0,-180.0,0.0,65.9,1829.1,5.8383,0.6585,True
3.26,1.48,0.0,-2.0,0.0,180.0,1.48,-180.0,-180.0,0.0,65.9,1829.1,5.8383,0.6407,True
3.28,1.44,0.0,-2.0,0.0,180.0,1.44,-180.0,-180.0,0.0,65.9,1829.1,5.8383,0.623,True
3.3,1.4,0.0,-2.0,0.0,180.0,1.4,-180.0,-180.0,0.0,63.75,1829.1,5.8383,0.5581,True
3.32,1.36,0.0,-2.0,0.0,180.0,1.36,-180.0,-180.0,0.0,63.75,1829.1,5.8383,0.5419,True
3.34,1.32,0.0,-2.0,0.0,180.0,1.32,-180.0,-180.0,0.0,65.9,1784.8,5.6969,0.584,True
3.36,1.28,0.0,-2.0,0.0,180.0,1.28,-180.0,-180.0,0.0,65.9,1784.8,5.6969,0.5659,True
3.38,1.24,0.0,-2.0,0.0,180.0,1.24,-180.0,-180.0,0.0,65.9,1784.8,5.6969,0.5479,True
3.4,1.2,0.0,-2.0,0.0,180.0,1.2,-180.0,-180.0,0.0,65.9,1784.8,5.6969,0.5299,True
3.42,1.16,0.0,-2.0,0.0,180.0,1.16,-180.0,-180.0,0.0,66.975,1784.8,5.6969,0.5348,True
3.44,1.12,0.0,-2.0,0.0,180.0,1.12,-0.0,-180.0,180.0,70.2,1740.5,5.5554,0.612,True
3.46,1.08,0.0,-2.0,0.0,180.0,1.08,-0.0,-180.0,180.0,70.2,1740.5,5.5554,0.5898,True
3.48,1.04,0.0,-2.0,0.0,180.0,1.04,-0.0,-180.0,180.0,70.2,1740.5,5.5554,0.5676,True
3.5,1.0,0.0,-2.0,0.0,180.0,1.0,-0.0,-180.0,180.0,70.2,1740.5,5.5554,0.5454,True
3.52,0.96,0.0,-2.0,0.0,180.0,0.96,-0.0,-180.0,180.0,70.2,1740.5,5.5554,0.5232,True
3.54,0.92,0.0,-2.0,0.0,180.0,0.92,,-180.0,,,,,,False
3.56,0.88,0.0,-2.0,0.0,180.0,0.88,-0.0,-180.0,180.0,72.35,1696.2,5.414,0.5496,True
3.58,0.84,0.0,-2.0,0.0,180.0,0.84,-0.0,-180.0,180.0,72.35,1696.2,5.414,0.5243,True
3.6,0.8,0.0,-2.0,0.0,180.0,0.8,-0.0,-180.0,180.0,73.425,1696.2,5.414,0.5307,True
3.62,0.76,0.0,-2.0,0.0,180.0,0.76,-0.0,-180.0,180.0,73.9625,1696.2,5.414,0.5204,True
3.64,0.72,0.0,-2.0,0.0,180.0,0.72,,-180.0,,,,,,False
3.66,0.68,0.0,-2.0,0.0,180.0,0.68,,-180.0,,,,,,False
3.68,0.64,0.0,-2.0,0.0,180.0,0.64,,-180.0,,,,,,False
3.7,0.6,0.0,-2.0,0.0,180.0,0.6,,-180.0,,,,,,False
3.72,0.56,0.0,-2.0,0.0,180.0,0.56,,-180.0,,,,,,False
3.74,0.52,0.0,-2.0,0.0,180.0,0.52,,-180.0,,,,,,False
3.76,0.48,0.0,-2.0,0.0,180.0,0.48,,-180.0,,,,,,False
3.78,0.44,0.0,-2.0,0.0,180.0,0.44,,-180.0,,,,,,False
3.8,0.4,0.0,-2.0,0.0,180.0,0.4,,-180.0,,,,,,False
3.82,0.36,0.0,-2.0,0.0,180.0,0.36,,-180.0,,,,,,False
3.84,0.32,0.0,-2.0,0.0,180.0,0.32,,-180.0,,,,,,False
3.86,0.28,0.0,-2.0,0.0,180.0,0.28,,-180.0,,,,,,False
3.88,0.24,0.0,-2.0,0.0,180.0,0.24,,-180.0,,,,,,False
3.9,0.2,0.0,-2.0,0.0,180.0,0.2,,-180.0,,,,,,False
3.92,0.16,0.0,-2.0,0.0,180.0,0.16,,-180.0,,,,,,False
3.94,0.12,0.0,-2.0,0.0,180.0,0.12,,-180.0,,,,,,False
3.96,0.08,0.0,-2.0,0.0,180.0,0.08,,-180.0,,,,,,False
3.98,0.04,0.0,-2.0,0.0,180.0,0.04,,-180.0,,,,,,False
4.0,0.0,0.0,-2.0,0.0,180.0,0.0,,-180.0,,,,,,False
4.02,-0.04,0.0,-2.0,0.0,180.0,0.04,,-0.0,,,,,,False
4.04,-0.08,0.0,-2.0,0.0,180.0,0.08,,-0.0,,,,,,False
4.06,-0.12,0.0,-2.0,0.0,180.0,0.12,,-0.0,,,,,,False
4.08,-0.16,0.0,-2.0,0.0,180.0,0.16,,-0.0,,,,,,False
4.1,-0.2,0.0,-2.0,0.0,180.0,0.2,,-0.0,,,,,,False
4.12,-0.24,0.0,-2.0,0.0,180.0,0.24,,-0.0,,,,,,False
4.14,-0.28,0.0,-2.0,0.0,180.0,0.28,,-0.0,,,,,,False
4.16,-0.32,0.0,-2.0,0.0,180.0,0.32,,-0.0,,,,,,False
4.18,-0.36,0.0,-2.0,0.0,180.0,0.36,,-0.0,,,,,,False
4.2,-0.4,0.0,-2.0,0.0,180.0,0.4,,-0.0,,,,,,False
4.22,-0.44,0.0,-2.0,0.0,180.0,0.44,,-0.0,,,,,,False
4.24,-0.48,0.0,-2.0,0.0,180.0,0.48,,-0.0,,,,,,False
4.26,-0.52,0.0,-2.0,0.0,180.0,0.52,,-0.0,,,,,,False
4.28,-0.56,0.0,-2.0,0.0,180.0,0.56,,-0.0,,,,,,False
4.3,-0.6,0.0,-2.0,0.0,180.0,0.6,,-0.0,,,,,,False
4.32,-0.64,0.0,-2.0,0.0,180.0,0.64,,-0.0,,,,,,False
4.34,-0.68,0.0,-2.0,0.0,180.0,0.68,,-0.0,,,,,,False
4.36,-0.72,0.0,-2.0,0.0,180.0,0.72,,-0.0,,,,,,False
4.38,-0.76,0.0,-2.0,0.0,180.0,0.76,-0.0,-0.0,0.0,73.9625,1696.2,5.414,0.5204,True
4.4,-0.8,0.0,-2.0,0.0,180.0,0.8,-0.0,-0.0,0.0,73.425,1696.2,5.414,0.5307,True
4.42,-0.84,0.0,-2.0,0.0,180.0,0.84,-0.0,-0.0,0.0,72.35,1696.2,5.414,0.5243,True
4.44,-0.88,0.0,-2.0,0.0,180.0,0.88,-0.0,-0.0,0.0,72.35,1696.2,5.414,0.5496,True
4.46,-0.92,0.0,-2.0,0.0,180.0,0.92,,-0.0,,,,,,False
4.48,-0.96,0.0,-2.0,0.0,180.0,0.96,-0.0,-0.0,0.0,70.2,1740.5,5.5554,0.5232,True
4.5,-1.0,0.0,-2.0,0.0,180.0,1.0,-0.0,-0.0,0.0,70.2,1740.5,5.5554,0.5454,True
4.52,-1.04,0.0,-2.0,0.0,180.0,1.04,-0.0,-0.0,0.0,70.2,1740.5,5.5554,0.5676,True
4.54,-1.08,0.0,-2.0,0.0,180.0,1.08,-0.0,-0.0,0.0,70.2,1740.5,5.5554,0.5898,True
4.56,-1.12,0.0,-2.0,0.0,180.0,1.12,-0.0,-0.0,0.0,70.2,1740.5,5.5554,0.612,True
