t,x,y,z,vx,vy,vz,horiz_dist,speed
0.3500000000000002,4.214832112573489,-4.635493737572226e-16,1.8483189420321173,-10.307893420519024,-1.2623528683390683e-15,1.9811493631211503,3.7851678874265113,10.496552746867646
0.3550000000000002,4.163325630037369,-4.698570986545424e-16,1.8580958184656524,-10.29470713695329,-1.2607380143429258e-15,1.9296131030438257,3.8366743699626307,10.473986908674052
0.3600000000000002,4.111884966174519,-4.761567630891079e-16,1.8676151916231554,-10.281565871140458,-1.2591286734314829e-15,1.8781479795893818,3.888115033825481,10.451700177283882
0.3650000000000002,4.06050989709532,-4.824483944794894e-16,1.8768774160962878,-10.26846914380446,-1.2575247869103492e-15,1.826753557241905,3.9394901029046796,10.429692570548772
0.3700000000000002,4.009200201300799,-4.887320199514879e-16,1.88588284431509,-10.255416477962996,-1.2559262963660402e-15,1.7754294068647547,3.990799798699201,10.407964100400955
0.3750000000000002,3.9579556596711774,-4.950076663395369e-16,1.8946318265798143,-10.24240739891812,-1.254333143664824e-15,1.724175105675097,4.042044340328823,10.38651477255207
0.3800000000000002,3.906776055454475,-5.012753601880981e-16,1.903124711092631,-10.229441434247365,-1.252745270951634e-15,1.672990237218568,4.0932239445455245,10.365344586193237
0.38500000000000023,3.8556611742551525,-5.075351277530529e-16,1.9113618439892066,-10.216518113795379,-1.251162620649046e-15,1.621874391344061,4.144338825744848,10.344453533696536
0.39000000000000024,3.804610804022796,-5.137869950030872e-16,1.9193435693701582,-10.203636969666098,-1.2495851354563181e-15,1.5708271641786131,4.195389195977204,10.32384160031808
0.39500000000000024,3.753624735040839,-5.200309876210731e-16,1.9270702293323811,-10.190797536215417,-1.2480127583484939e-15,1.519848158102386,4.246375264959161,10.303508763902782
0.40000000000000024,3.7027027599153204,-5.262671310054458e-16,1.9345421640002525,-10.17799935004437,-1.2464454325755676e-15,1.4689369817237206,4.29729724008468,10.28345499459103
0.40500000000000025,3.651844673563674,-5.324954502715762e-16,1.9417597115567098,-10.165241949992819,-1.2448831016617101e-15,1.4180932498542556,4.348155326436326,10.263680254527419
0.41000000000000025,3.6010502732035485,-5.387159702531399e-16,1.948723208274205,-10.152524877133622,-1.2433257094045562e-15,1.3673165834840917,4.3989497267964515,10.244184497571668
0.41500000000000026,3.550319358341659,-5.449287155034829e-16,1.955432988545535,-10.1398476747673,-1.24177319987455e-15,1.3166066097569922,4.449680641658341,10.224967669011948
0.42000000000000026,3.4996517307626576,-5.511337102969843e-16,1.9618893849145485,-10.127209888417168,-1.2402255174143505e-15,1.2659629619456023,4.500348269237342,10.206029705280724
0.42500000000000027,3.4490471945180325,-5.573309786304159e-16,1.9680927281067275,-10.114611065824958,-1.2386826066382929e-15,1.2153852794266775,4.550952805481968,10.187370533673336
0.43000000000000027,3.398505555915026,-5.635205442242994e-16,1.9740433470596468,-10.102050756946886,-1.2371444124319095e-15,1.164873207656304,4.601494444084974,10.16899007206943
0.4350000000000003,3.3480266235055693,-5.697024305242611e-16,1.979741568953308,-10.08952851395019,-1.2356108799515046e-15,1.1144263981451001,4.65197337649443,10.150888228657461
0.4400000000000003,3.297610208075237,-5.758766607023851e-16,1.9851877192403506,-10.077043891210115,-1.2340819546237851e-15,1.064044508433386,4.702389791924762,10.133064901662397
0.4450000000000003,3.2472561226322134,-5.820432576585643e-16,1.9903821216761381,-10.064596445307338,-1.2325575821455454e-15,1.0137272020663073,4.752743877367786,10.115519979076819
0.4500000000000003,3.1969641823962687,-5.882022440218502e-16,1.99532509834872,-10.05218573502582,-1.2310377084834049e-15,0.9634741485689002,4.803035817603732,10.098253338395564
0.4550000000000003,3.1467342047877502,-5.943536421518017e-16,2.0000169697086685,-10.039811321351102,-1.2295222798735981e-15,0.9132850234210884,4.85326579521225,10.081264846354104
0.4600000000000003,3.096566009416576,-6.004974741398324e-16,2.00445805459879,-10.027472767469007,-1.2280112428218166e-15,0.863159508032595,4.903433990583424,10.064554358670811
0.4650000000000003,3.0464594180712363,-6.066337618105579e-16,2.008648670283712,-10.015169638764746,-1.2265045441030995e-15,0.8130972897177614,4.953540581928763,10.048121719793285
0.4700000000000003,2.9964142547077977,-6.127625267231421e-16,2.012589132479343,-10.00290150282244,-1.2250021307617746e-15,0.763098061670259,5.003585745292202,10.031966762648903
0.4750000000000003,2.9464303454389094,-6.188837901726436e-16,2.0162797553822043,-9.990667929425022,-1.2235039501114465e-15,0.7131615229376829,5.053569654561091,10.016089308399785
0.4800000000000003,2.8965075185228084,-6.249975731913627e-16,2.019720851698638,-9.978468490554535,-1.222009949735033e-15,0.6632873783960167,5.103492481477192,10.000489166202279
0.4850000000000003,2.846645604352322,-6.311038965501873e-16,2.022912732673882,-9.966302760392791,-1.2205200774848461e-15,0.6134753387239562,5.153354395647678,9.985166132971221
