t,robot_x,robot_y,robot_vx,robot_vy,heading_deg,distance_m,turret_yaw_deg,direct_yaw_deg,yaw_lead_deg,hood_pitch_deg,shooter_rpm,velocity_mps,tof_s,valid
4.36,5.0,4.72,0.0,2.0,0.0,6.8759,-126.8033,-136.65,9.8468,40.1,3158.2,10.0806,0.9814,True
4.38,5.0,4.76,0.0,2.0,0.0,6.9034,-126.6044,-136.4086,9.8042,40.1,3158.2,10.0806,0.9857,True
4.4,5.0,4.8,0.0,2.0,0.0,6.9311,-126.4073,-136.1691,9.7619,40.1,3158.2,10.0806,0.99,True
4.42,5.0,4.84,0.0,2.0,0.0,6.9589,-126.1449,-135.9316,9.7866,40.6375,3158.2,10.0806,1.0027,True
4.44,5.0,4.88,0.0,2.0,0.0,6.9867,-122.7791,-135.6959,12.9167,57.3,3158.2,10.0806,1.4423,True
4.46,5.0,4.92,0.0,2.0,0.0,7.0147,-122.6025,-135.4621,12.8595,57.3,3158.2,10.0806,1.4488,True
4.48,5.0,4.96,0.0,2.0,0.0,7.0428,-125.8061,-135.2301,9.424,39.5625,3202.5,10.222,0.9856,True
4.5,5.0,5.0,0.0,2.0,0.0,7.0711,-125.5527,-135.0,9.4473,40.1,3202.5,10.222,0.9981,True
4.52,5.0,5.04,0.0,2.0,0.0,7.0994,-125.3647,-134.7717,9.407,40.1,3202.5,10.222,1.0024,True
4.54,5.0,5.08,0.0,2.0,0.0,7.1279,-125.1783,-134.5453,9.367,40.1,3202.5,10.222,1.0068,True
4.56,5.0,5.12,0.0,2.0,0.0,7.1564,-124.9934,-134.3206,9.3273,40.1,3202.5,10.222,1.0112,True
4.58,5.0,5.16,0.0,2.0,0.0,7.1851,-121.7006,-134.0978,12.3972,57.3,3202.5,10.222,1.4678,True
4.6,5.0,5.2,0.0,2.0,0.0,7.2139,-124.8517,-133.8767,9.025,39.025,3246.8,10.3634,0.9901,True
4.62,5.0,5.24,0.0,2.0,0.0,7.2428,-124.6703,-133.6574,8.9871,39.025,3246.8,10.3634,0.9945,True
4.64,5.0,5.28,0.0,2.0,0.0,7.2718,-124.431,-133.4398,9.0088,39.5625,3246.8,10.3634,1.0069,True
4.66,5.0,5.32,0.0,2.0,0.0,7.3008,-124.1923,-133.224,9.0317,40.1,3246.8,10.3634,1.0197,True
4.68,5.0,5.36,0.0,2.0,0.0,7.33,-124.0159,-133.0098,8.9939,40.1,3246.8,10.3634,1.0242,True
4.7,5.0,5.4,0.0,2.0,0.0,7.3593,-123.841,-132.7974,8.9564,40.1,3246.8,10.3634,1.0287,True
4.72,5.0,5.44,0.0,2.0,0.0,7.3887,-123.6676,-132.5867,8.9191,40.1,3246.8,10.3634,1.0332,True
4.74,5.0,5.48,0.0,2.0,0.0,7.4182,-123.7089,-132.3776,8.6687,39.025,3291.1,10.5048,1.0073,True
4.76,5.0,5.52,0.0,2.0,0.0,7.4478,-123.5373,-132.1702,8.6329,39.025,3291.1,10.5048,1.0118,True
4.78,5.0,5.56,0.0,2.0,0.0,7.4775,-123.3671,-131.9644,8.5973,39.025,3291.1,10.5048,1.0162,True
4.8,5.0,5.6,0.0,2.0,0.0,7.5073,-123.1415,-131.7603,8.6188,39.5625,3291.1,10.5048,1.0289,True
4.82,5.0,5.64,0.0,2.0,0.0,7.5372,-122.9164,-131.5578,8.6414,40.1,3291.1,10.5048,1.042,True
4.84,5.0,5.68,0.0,2.0,0.0,7.5672,-122.7509,-131.3569,8.606,40.1,3291.1,10.5048,1.0466,True
4.86,5.0,5.72,0.0,2.0,0.0,7.5973,-122.5867,-131.1575,8.5708,40.1,3291.1,10.5048,1.0511,True
4.88,5.0,5.76,0.0,2.0,0.0,7.6274,-122.4239,-130.9598,8.5359,40.1,3291.1,10.5048,1.0557,True
4.9,5.0,5.8,0.0,2.0,0.0,7.6577,-122.4653,-130.7636,8.2983,39.025,3335.4,10.6463,1.0295,True
4.92,5.0,5.84,0.0,2.0,0.0,7.688,-122.3043,-130.569,8.2647,39.025,3335.4,10.6463,1.034,True
4.94,5.0,5.88,0.0,2.0,0.0,7.7184,-122.1445,-130.3758,8.2313,39.025,3335.4,10.6463,1.0385,True
4.96,5.0,5.92,0.0,2.0,0.0,7.749,-121.9316,-130.1843,8.2526,39.5625,3335.4,10.6463,1.0515,True
4.98,5.0,5.96,0.0,2.0,0.0,7.7796,-121.7191,-129.9942,8.275,40.1,3335.4,10.6463,1.0648,True
5.0,5.0,6.0,0.0,2.0,0.0,7.8102,-121.5637,-129.8056,8.2418,40.1,3335.4,10.6463,1.0695,True
